participant.id_in_session,participant._index_in_pages,participant.time_started_utc,player.q_gender,player.q_age,player.q_area,player.q_education,player.q_device,player.big5_1,player.big5_2,player.big5_3,player.big5_4,player.big5_5,player.big5_6,player.big5_7,player.big5_IMC,player.big5_8,player.big5_9,player.big5_10,player.inboron1,player.inboron2,player.inboron3,player.inboron4,player.inboron5,player.inboron6,player.inboron7,player.inboron8,player.inboron9,player.inboron10,player.inboron11,player.inboron12,player.inboronIMC,player.inboron13,player.inboron14,player.inboron15,player.inboron16,player.crt_bat,player.crt_widget,player.crt_lake,player.crt_DQS,player.crt_rank,category,DQS_1,DQS_2,DQS_3,Or_DQS,basic,gain_emphasis,loss_aversion,pre_commitment,using_llm
15,9,00:48:00,0,4,6,4,0,2,2,3,3,6,6,5,5,5,6,3,1,1,3,2,2,4,1,4,4,2,3,1,4,4,2,4,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
16,9,00:48:00,0,5,3,4,0,3,3,3,3,3,5,4,5,6,5,5,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,47,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
17,9,00:49:00,0,3,5,4,0,2,5,6,6,2,4,5,5,2,4,6,2,2,2,2,2,2,2,2,3,2,3,2,4,2,2,4,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
18,9,00:49:00,1,3,1,1,2,1,6,3,7,4,6,4,5,5,2,6,3,2,3,4,4,3,3,2,4,4,3,3,4,3,4,4,4,10,10,24,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
19,9,00:49:00,0,4,7,4,2,6,2,5,2,5,3,5,5,3,6,4,3,3,2,3,4,3,4,4,4,4,3,4,4,3,4,3,3,10,100,24,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
20,9,00:49:00,0,1,3,4,0,2,2,4,6,2,6,4,5,3,6,6,1,1,2,2,2,1,1,3,3,2,2,1,4,2,2,3,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
21,9,00:49:00,0,4,1,4,0,3,4,1,7,4,4,4,5,7,2,6,2,2,2,2,1,2,2,2,2,2,2,2,4,2,2,3,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
22,9,00:50:00,0,5,7,2,2,3,5,4,4,4,3,5,5,4,4,4,1,1,1,1,1,1,1,1,3,3,1,1,4,3,3,3,3,205,5,47,9,29,loss_aversion,0,0,1,1,0,0,1,0,0
23,9,00:50:00,0,4,2,1,2,5,4,5,5,6,4,5,5,4,5,4,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,2,10,100,24,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
24,9,00:50:00,0,4,7,4,2,1,1,1,1,1,7,7,5,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
25,9,00:50:00,1,4,2,3,0,3,2,5,6,2,6,6,5,3,6,6,3,4,2,3,4,3,3,3,4,4,3,4,4,4,4,4,4,5,5,12,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
26,9,00:51:00,1,4,3,3,0,1,2,5,3,1,7,4,5,5,6,7,1,1,2,2,1,1,1,3,4,3,2,1,4,3,3,2,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
27,9,00:51:00,1,5,0,4,2,5,3,4,3,3,3,4,5,3,5,3,1,1,1,1,1,1,1,1,2,2,2,1,4,1,1,1,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
28,9,00:52:00,0,3,2,4,0,2,7,1,6,2,3,1,5,7,1,7,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
29,9,00:52:00,0,4,7,1,0,1,3,6,4,3,6,6,5,6,6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
30,9,00:52:00,0,4,2,1,0,2,5,1,6,4,1,1,5,7,2,7,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
31,9,00:52:00,0,5,2,4,0,3,3,3,6,3,4,2,5,5,2,6,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,4,3,10,5,24,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
32,9,00:56:00,0,3,4,1,0,6,4,4,3,5,2,4,5,3,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,100,47,4,15,loss_aversion,0,0,1,1,0,0,1,0,0
33,9,00:53:00,1,4,4,1,0,4,2,5,2,3,4,4,5,2,6,5,1,2,2,4,2,2,2,2,2,2,2,2,4,2,2,4,4,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
34,9,00:54:00,1,5,4,0,0,4,3,6,4,4,4,6,5,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,10,100,47,4,30,loss_aversion,0,0,1,1,0,0,1,0,0
35,9,00:54:00,0,5,2,4,0,3,1,5,4,3,1,4,5,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
36,9,00:55:00,0,5,2,1,0,2,1,3,6,5,6,7,5,2,4,2,1,3,2,2,1,1,3,4,3,2,1,2,4,2,2,2,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
37,9,00:55:00,1,4,2,3,0,2,3,3,3,6,2,6,5,1,4,4,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,10,100,24,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
38,9,00:55:00,1,5,7,1,0,3,2,4,3,3,4,5,5,2,6,4,1,3,1,1,1,1,1,1,2,2,1,1,4,2,1,2,1,5,5,47,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
39,9,00:55:00,0,3,4,4,2,1,3,3,5,2,6,3,5,2,5,6,1,2,1,1,3,2,1,1,3,4,2,2,4,2,2,4,2,205,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
40,9,00:55:00,0,3,4,4,0,3,5,6,6,3,6,5,5,2,5,5,1,2,1,1,1,2,4,5,1,3,2,4,4,1,2,2,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
41,9,00:55:00,0,4,4,5,0,1,2,3,6,4,4,4,5,4,4,7,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
42,9,00:55:00,0,5,2,4,2,3,4,5,4,4,6,6,5,4,5,5,2,3,3,2,2,2,3,4,4,3,2,2,4,3,3,4,3,10,100,24,27,31,loss_aversion,0,0,0,0,0,0,1,0,0
43,9,00:56:00,0,4,3,1,0,4,4,4,4,4,4,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
44,9,00:56:00,1,5,2,1,2,3,5,5,5,2,5,5,5,2,3,6,3,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,5,5,5,47,4,29,loss_aversion,0,0,1,1,0,0,1,0,0
45,9,00:56:00,0,5,1,4,0,5,5,1,2,5,3,3,5,7,3,6,1,1,2,1,1,1,1,4,4,1,1,1,4,2,1,4,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
46,9,00:56:00,0,3,2,4,2,3,2,3,4,2,5,4,5,5,5,6,1,1,2,2,2,1,2,2,2,2,1,2,4,3,2,2,1,205,5,24,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
47,9,00:57:00,0,6,7,1,2,1,7,6,7,1,7,2,5,3,2,7,3,5,4,4,4,3,3,4,4,5,4,4,4,3,5,5,4,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
48,9,00:57:00,0,4,3,4,0,2,2,1,6,6,3,2,5,6,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,31,loss_aversion,0,0,0,0,0,0,1,0,0
49,9,00:57:00,0,3,4,4,0,1,3,3,5,6,7,3,5,5,5,2,1,1,2,2,1,2,2,2,2,2,1,2,4,2,2,2,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
50,9,00:59:00,0,4,0,4,2,1,4,4,7,1,4,4,5,5,4,7,1,1,3,1,1,1,3,3,5,1,3,3,4,1,1,3,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
51,9,00:59:00,1,4,4,3,1,4,5,3,7,6,2,3,5,2,3,3,3,3,3,4,2,2,2,2,3,4,4,3,4,3,3,4,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
52,9,00:59:00,1,5,4,4,0,1,1,5,2,5,5,5,5,2,6,3,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
53,9,00:59:00,0,4,3,4,2,3,3,5,6,2,4,5,3,3,5,5,2,3,2,3,3,2,2,3,4,4,2,3,4,3,2,2,2,10,5,24,27,30,loss_aversion,1,0,0,1,0,0,1,0,0
54,9,01:00:00,0,5,2,4,0,4,1,4,2,4,3,3,5,2,5,4,1,1,1,2,2,1,2,2,2,3,2,3,4,2,2,2,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
55,9,01:01:00,0,5,3,2,1,5,1,5,3,5,3,6,5,3,5,3,2,4,4,3,3,2,4,4,4,4,2,4,4,4,2,4,3,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
56,9,01:01:00,0,5,3,1,0,2,2,3,4,4,6,3,5,5,4,4,1,2,1,3,2,1,1,2,3,3,2,2,4,2,2,2,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
57,9,01:02:00,1,2,7,3,2,3,3,4,6,2,3,5,5,3,4,6,3,3,3,2,2,2,3,3,3,3,2,3,4,3,2,2,3,10,100,24,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
58,9,01:02:00,0,4,2,4,0,3,3,3,5,3,5,4,5,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
59,9,01:02:00,0,2,4,2,0,2,2,4,6,5,6,6,5,4,6,3,1,2,1,3,2,2,3,2,4,3,3,3,4,2,4,4,3,205,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
60,9,01:03:00,0,4,2,4,2,4,4,4,4,4,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,47,27,29,loss_aversion,1,1,0,1,0,0,1,0,0
61,9,01:03:00,1,4,3,2,2,3,2,5,4,4,4,5,5,3,5,6,3,4,3,2,3,2,3,2,3,4,3,2,4,2,2,4,2,10,5,47,27,31,loss_aversion,0,0,0,0,0,0,1,0,0
62,9,01:03:00,0,4,2,1,0,2,4,2,5,4,5,5,5,6,4,6,1,3,2,2,2,1,3,3,4,2,1,2,4,3,1,3,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
63,9,01:04:00,1,4,2,4,2,3,2,3,6,2,6,6,5,3,3,6,2,1,1,1,2,1,1,1,3,3,2,3,4,1,3,2,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
64,9,01:04:00,0,3,1,1,2,5,5,4,6,5,6,6,5,5,6,5,4,4,5,5,4,4,4,4,4,4,4,4,4,3,4,3,4,50,50,2,2,30,loss_aversion,0,0,1,1,0,0,1,0,0
65,9,01:06:00,0,2,2,4,0,4,1,3,2,5,5,7,5,5,6,4,2,3,2,4,3,3,3,3,4,4,3,4,4,2,2,4,4,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
66,9,01:07:00,0,4,7,2,2,3,4,4,7,4,4,4,5,4,6,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,2,2,10,5,12,4,30,loss_aversion,0,0,1,1,0,0,1,0,0
67,9,01:07:00,0,4,3,2,0,3,3,4,5,4,5,5,5,4,4,4,2,3,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
68,9,01:09:00,1,5,7,3,2,3,3,3,5,4,5,5,5,5,4,5,3,3,2,3,2,2,2,2,3,3,2,2,4,2,3,3,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
69,9,01:09:00,0,3,2,4,0,6,2,1,7,2,6,4,5,7,2,7,1,4,1,4,1,1,1,1,3,3,1,1,4,1,1,1,4,10,10,12,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
70,9,01:11:00,0,4,7,4,0,1,2,4,5,2,5,4,5,4,5,5,3,4,4,3,3,2,2,3,4,4,3,3,2,3,3,2,4,11,100,36,27,29,loss_aversion,0,1,0,1,0,0,1,0,0
71,9,01:11:00,0,3,2,1,2,2,3,6,6,6,7,6,5,2,7,1,1,3,1,3,1,1,3,1,4,2,1,4,4,1,2,3,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
72,9,01:12:00,0,3,4,2,0,2,4,4,5,4,6,4,5,4,4,5,2,2,1,3,3,3,3,2,3,3,3,3,4,2,2,3,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
73,9,01:15:00,0,4,2,4,2,4,1,1,4,1,4,4,5,4,4,7,3,2,3,3,2,4,3,3,3,3,3,2,3,3,3,3,3,10,5,47,27,30,loss_aversion,0,1,0,1,0,0,1,0,0
74,9,01:16:00,0,6,1,5,0,6,2,5,3,5,5,5,5,3,5,3,1,2,2,1,2,1,1,1,3,3,2,2,4,1,1,2,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
75,9,01:16:00,0,4,4,1,0,4,2,4,4,5,4,4,5,4,5,5,1,3,2,3,2,1,1,3,3,3,2,3,2,3,3,3,3,5,5,47,4,29,loss_aversion,0,1,1,1,0,0,1,0,0
76,9,01:17:00,0,4,2,4,0,6,6,7,5,6,1,7,5,4,6,1,1,4,1,4,3,1,1,1,2,4,1,1,4,1,2,4,4,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
77,9,01:21:00,1,4,7,3,2,3,3,3,5,4,5,5,5,5,4,5,3,3,2,3,2,2,2,2,3,3,2,2,4,2,3,3,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
78,9,01:21:00,0,4,2,4,2,3,2,4,3,5,5,4,5,3,5,3,1,1,3,1,1,1,1,2,3,2,2,1,4,1,1,2,1,10,1,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
79,9,01:22:00,0,4,2,2,0,2,2,5,2,5,5,6,5,3,5,2,4,5,3,5,5,4,5,3,5,4,5,5,4,3,5,5,5,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
80,9,01:25:00,0,4,3,4,2,3,2,5,4,3,4,4,4,2,4,5,3,3,3,3,3,3,2,3,2,3,2,3,2,2,3,3,2,10,5,47,27,31,loss_aversion,1,1,0,1,0,0,1,0,0
81,9,01:29:00,0,6,4,4,0,4,2,4,3,4,5,5,5,2,5,4,2,2,1,1,1,1,1,1,3,2,1,1,4,1,2,2,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
82,9,01:30:00,0,3,2,1,2,1,1,3,4,3,3,3,5,3,4,3,2,2,2,2,2,2,3,1,3,2,2,2,4,2,2,2,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
83,9,01:30:00,1,5,3,1,2,1,2,3,4,3,6,4,5,4,4,5,2,3,2,2,2,3,2,2,3,3,4,3,4,3,4,3,3,10,1,12,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
84,9,01:31:00,0,3,2,4,1,2,2,1,3,3,5,4,5,6,6,4,1,3,3,2,2,2,2,3,2,1,2,3,4,2,1,1,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
85,9,01:35:00,1,4,1,1,1,2,2,3,4,4,5,5,5,4,4,6,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,36,8,14,loss_aversion,0,0,1,1,0,0,1,0,0
86,9,01:35:00,0,3,4,4,2,5,2,5,2,2,5,5,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,10,100,21,27,31,loss_aversion,0,0,0,0,0,0,1,0,0
87,9,01:37:00,0,3,2,4,2,4,2,4,6,5,5,6,5,4,5,4,4,3,4,5,3,3,4,3,5,4,3,4,4,3,4,4,4,10,5,47,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
88,9,01:41:00,1,1,2,1,2,2,2,5,7,1,7,7,5,2,4,7,2,3,3,3,2,4,3,3,4,3,3,2,4,4,1,2,2,10,100,24,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
89,9,01:45:00,0,6,4,4,2,2,4,4,3,4,4,4,5,5,3,5,1,3,3,2,2,2,2,3,4,4,3,4,4,3,2,3,4,10,5,16,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
90,9,01:45:00,0,4,3,2,0,2,4,2,5,4,5,5,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
91,9,01:46:00,0,2,5,4,2,5,4,6,4,5,4,4,5,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,24,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
92,9,01:49:00,1,1,2,1,2,2,1,7,7,1,7,6,5,2,3,7,1,3,2,4,3,3,2,2,4,4,3,2,4,3,1,5,5,10,100,24,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
93,9,01:49:00,1,3,7,1,2,2,2,2,2,5,5,5,5,6,5,6,2,4,1,3,3,3,3,1,2,2,2,2,4,1,2,2,2,200,100,24,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
94,9,01:52:00,0,4,2,2,2,1,4,4,4,4,6,4,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,205,5,47,4,31,loss_aversion,0,0,1,1,0,0,1,0,0
95,9,01:55:00,0,3,3,4,0,5,4,3,5,4,4,4,5,6,3,5,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
96,9,01:56:00,1,5,3,3,2,1,4,4,6,1,5,4,3,4,3,7,1,2,1,2,1,2,4,4,4,4,2,4,4,2,4,4,4,10,100,24,27,31,loss_aversion,1,0,0,1,0,0,1,0,0
97,9,01:56:00,0,4,4,1,2,1,4,3,3,2,5,5,4,5,3,6,3,4,2,2,3,3,4,4,2,3,3,2,4,3,2,2,3,10,20,21,6,15,loss_aversion,1,0,1,1,0,0,1,0,0
98,9,01:57:00,0,3,2,3,0,7,6,7,3,2,3,1,4,5,2,6,2,1,3,2,5,1,3,2,2,4,4,1,5,5,2,2,1,30,5,3,5,31,loss_aversion,1,1,1,1,0,0,1,0,0
99,9,01:59:00,1,4,2,4,0,5,5,4,4,4,5,5,4,3,5,3,2,2,3,1,3,2,1,3,3,3,3,3,2,3,2,4,2,410,50,96,27,30,loss_aversion,1,1,0,1,0,0,1,0,0
100,9,01:59:00,0,2,1,4,0,4,4,4,4,4,4,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
101,9,02:00:00,0,3,2,4,0,4,4,4,4,4,4,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,47,27,29,loss_aversion,0,1,0,1,0,0,1,0,0
102,9,02:01:00,1,2,2,4,2,1,7,1,7,4,4,4,5,7,4,7,1,1,1,2,2,1,1,1,3,3,2,2,4,1,1,4,2,10,100,24,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
103,9,02:02:00,0,4,2,1,2,3,3,4,4,5,3,4,5,3,5,5,1,1,1,1,2,1,1,1,1,1,2,1,4,1,1,2,1,10,1,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
104,9,02:12:00,1,2,7,3,2,3,5,5,5,5,6,4,5,5,2,4,2,4,3,3,5,3,3,3,5,3,4,2,4,1,3,4,1,300,50,30,60,30,loss_aversion,0,0,1,1,0,0,1,0,0
105,9,02:18:00,0,3,1,4,0,6,1,7,2,6,2,5,5,2,6,3,3,1,3,3,1,3,3,2,2,4,4,2,4,2,1,4,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
106,9,02:20:00,0,4,2,2,0,4,1,4,4,4,4,4,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,5,24,27,31,loss_aversion,0,0,0,0,0,0,1,0,0
107,9,02:20:00,0,2,2,4,2,1,5,3,6,5,7,3,5,2,6,3,1,1,1,1,1,1,1,1,3,2,1,1,4,1,1,3,1,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
108,9,02:27:00,1,5,2,3,0,4,4,4,4,3,3,4,5,5,4,6,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
109,9,02:32:00,0,3,3,4,2,2,5,3,6,5,5,5,5,3,5,4,1,3,3,3,1,1,3,3,3,2,3,3,4,3,2,4,3,5,5,47,27,31,loss_aversion,0,0,0,0,0,0,1,0,0
110,9,02:32:00,1,3,4,4,2,6,2,4,1,6,2,5,5,5,5,2,3,3,1,4,4,2,2,3,4,4,2,3,4,2,5,4,5,5,20,24,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
111,9,02:34:00,1,4,2,3,0,2,2,4,5,3,5,5,5,4,5,5,2,3,4,3,3,2,2,4,4,3,3,3,4,4,2,4,4,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
112,9,02:37:00,1,4,2,2,0,2,2,1,7,3,6,5,5,7,2,5,3,3,4,4,3,3,3,4,4,5,4,4,4,4,4,3,4,10,1,23,27,31,loss_aversion,0,0,0,0,0,0,1,0,0
113,9,02:38:00,1,3,5,3,2,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,24,10,10,loss_aversion,1,1,1,1,0,0,1,0,0
114,9,02:41:00,1,3,7,4,0,3,1,4,4,3,4,4,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,10,100,47,27,29,loss_aversion,0,1,0,1,0,0,1,0,0
115,9,02:47:00,1,3,3,1,2,1,2,6,3,2,6,6,5,2,5,6,1,3,2,3,2,1,3,2,3,2,2,2,4,1,2,2,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
116,9,02:55:00,1,3,3,4,2,1,2,4,6,2,6,5,5,2,5,6,2,3,3,3,2,2,1,2,3,2,1,1,2,2,2,3,3,10,5,24,27,29,loss_aversion,0,1,0,1,0,0,1,0,0
117,9,03:03:00,0,3,4,2,2,5,6,7,6,3,7,7,5,1,7,3,5,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,5,10,20,47,1,1,loss_aversion,0,0,1,1,0,0,1,0,0
118,9,03:05:00,0,3,4,4,2,1,7,1,7,1,7,1,5,7,1,7,4,2,1,1,3,2,2,1,4,4,5,2,4,2,4,5,4,5,5,24,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
119,9,03:06:00,0,3,2,4,0,2,6,2,6,5,6,3,5,6,2,6,2,3,2,3,3,3,2,2,3,3,3,2,2,2,3,4,2,5,5,47,27,29,loss_aversion,0,1,0,1,0,0,1,0,0
120,9,03:07:00,0,3,4,4,0,1,1,1,2,2,5,2,5,5,5,5,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,24,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
121,9,03:08:00,0,3,4,1,0,3,5,3,3,2,3,5,5,5,5,5,2,2,1,3,4,2,2,1,4,4,2,2,4,1,2,4,4,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
122,9,03:10:00,0,2,2,4,0,2,3,2,5,5,6,5,5,4,5,4,2,1,2,1,1,1,1,1,2,1,1,1,4,2,1,2,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
123,9,03:13:00,0,3,7,4,1,5,4,6,5,5,5,5,5,1,4,2,3,3,3,3,3,4,2,4,3,3,3,3,4,4,4,3,4,205,5,24,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
124,9,03:16:00,0,4,4,0,2,2,3,1,7,3,6,4,5,7,2,7,1,2,1,3,3,2,2,1,3,4,1,2,4,3,2,2,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
125,9,03:20:00,0,4,3,4,0,3,2,5,6,6,5,5,5,3,4,3,1,2,2,2,2,1,1,2,3,2,1,1,4,2,1,2,1,205,5,47,27,30,loss_aversion,0,0,0,0,0,0,1,0,0
126,9,03:21:00,1,3,3,3,0,1,5,3,5,4,3,3,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
127,9,03:23:00,0,4,2,4,1,1,2,3,6,4,4,4,5,6,2,7,5,5,1,5,5,5,5,1,3,5,4,5,4,4,4,2,5,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
129,9,03:25:00,0,4,4,5,0,4,3,5,3,6,3,5,5,4,6,3,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,10,5,47,27,31,loss_aversion,0,0,0,0,0,0,1,0,0
130,9,03:29:00,0,3,2,5,0,3,2,5,3,1,5,5,5,3,5,6,2,2,2,2,2,1,1,1,2,2,2,2,4,2,1,2,1,5,5,47,27,31,loss_aversion,0,0,0,0,0,0,1,0,0
132,9,03:30:00,0,4,4,4,0,6,1,3,1,3,1,6,5,1,6,3,1,1,1,2,1,1,1,1,4,2,1,1,4,1,2,1,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
133,9,03:30:00,1,4,3,2,0,3,2,4,5,3,5,4,5,5,5,5,3,2,3,2,2,2,2,3,3,2,2,2,4,2,2,2,2,10,100,24,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
134,9,03:36:00,0,3,3,4,2,6,2,5,2,4,3,5,5,2,6,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
136,9,03:44:00,0,4,8,4,2,4,3,4,3,4,4,4,5,3,5,3,3,5,1,5,4,3,5,1,5,5,3,5,4,3,2,5,5,10,5,24,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
138,9,03:46:00,0,3,1,4,0,2,2,4,5,6,5,5,5,3,4,2,1,1,3,4,3,1,2,3,3,4,2,1,4,3,1,4,5,5,5,47,4,29,loss_aversion,0,0,1,1,0,0,1,0,0
139,9,03:51:00,0,3,0,4,2,6,2,6,2,6,2,5,5,2,6,2,2,3,2,2,3,2,2,2,4,3,2,2,4,2,2,2,2,10,100,12,27,31,loss_aversion,0,0,0,0,0,0,1,0,0
140,9,03:51:00,0,3,2,4,0,3,2,5,3,6,6,6,5,2,5,5,2,2,1,4,4,3,4,1,4,4,4,4,4,5,4,4,2,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
